Country_Name;Year;Population
Pakistan;2003;147251530
Panama;2003;3202511
Peru;2003;26937737
Philippines;2003;82971734
Palau;2003;19700
Papua New Guinea;2003;5795571
Poland;2003;38204570
Pre-demographic dividend;2003;601666093
Puerto Rico;2003;3826095
Korea, Dem. Peopleís Rep.;2003;23449173
Portugal;2003;10458821
Paraguay;2003;5607948
Pacific island small states;2003;2026433
Post-demographic dividend;2003;1035926661
French Polynesia;2003;248536
Qatar;2003;668165
Romania;2003;21574326
Russian Federation;2003;144648257
Rwanda;2003;8686469
South Asia;2003;1461601023
Saudi Arabia;2003;23357887
Sudan;2003;30365586
Senegal;2003;10673320
Singapore;2003;4114826
Solomon Islands;2003;446352
Sierra Leone;2003;4647701
El Salvador;2003;5900929
San Marino;2003;28520
Somalia;2003;8039104
Sub-Saharan Africa (excluding high income);2003;722749402
South Sudan;2003;7499695
Sub-Saharan Africa;2003;722832202
Small states;2003;30606605
Sao Tome and Principe;2003;146357
Suriname;2003;487641
Slovak Republic;2003;5373374
Slovenia;2003;1995733
Sweden;2003;8958229
Swaziland;2003;1087949
Seychelles;2003;82800
Syrian Arab Republic;2003;17304339
Turks and Caicos Islands;2003;23412
Chad;2003;9353516
East Asia & Pacific (IDA & IBRD countries);2003;1840686278
Europe & Central Asia (IDA & IBRD countries);2003;434933277
Togo;2003;5283246
Thailand;2003;64817254
Tajikistan;2003;6532871
Turkmenistan;2003;4648036
Latin America & the Caribbean (IDA & IBRD countries);2003;532128984
Middle East & North Africa (IDA & IBRD countries);2003;290235672
Timor-Leste;2003;929431
Tonga;2003;99606
South Asia (IDA & IBRD);2003;1461601023
Sub-Saharan Africa (IDA & IBRD countries);2003;722832202
Trinidad and Tobago;2003;1284052
Tunisia;2003;9839800
Turkey;2003;66060121
Tuvalu;2003;9590
Tanzania;2003;36866228
Uganda;2003;26217760
Ukraine;2003;47812950
Upper middle income;2003;2363610029
Uruguay;2003;3325637
United States;2003;290107933
Uzbekistan;2003;25567650
St. Vincent and the Grenadines;2003;108354
Venezuela, RB;2003;25857553
British Virgin Islands;2003;22000
Virgin Islands (U.S.);2003;108085
Vietnam;2003;80467400
Vanuatu;2003;198963
Samoa;2003;177677
Yemen, Rep.;2003;19374012
South Africa;2003;46034026
Congo, Dem. Rep.;2003;52602208
Zambia;2003;11426006
Zimbabwe;2003;12774162
Aruba;2004;98742
Andorra;2004;78337
Afghanistan;2004;23499850
Angola;2004;17295500
Albania;2004;3026939
Arab World;2004;306387415
United Arab Emirates;2004;3975945
Argentina;2004;38728778
Armenia;2004;3025982
American Samoa;2004;59262
Antigua and Barbuda;2004;81718
Australia;2004;20127400
Austria;2004;8171966
Azerbaijan;2004;8306500
Burundi;2004;7661613
Belgium;2004;10421137
Benin;2004;7922796
Burkina Faso;2004;13028039
Bangladesh;2004;140843786
Bulgaria;2004;7781161
Bahrain;2004;807989
Bahamas, The;2004;322539
Bosnia and Herzegovina;2004;3825872
Belarus;2004;9730000
Belize;2004;276085
Bermuda;2004;63740
Bolivia;2004;8967740
Brazil;2004;186116363
Barbados;2004;273091
Brunei Darussalam;2004;355700
Bhutan;2004;634235
Botswana;2004;1835750
Central African Republic;2004;3987896
Canada;2004;31995000
Central Europe and the Baltics;2004;106530417
Switzerland;2004;7389625
Channel Islands;2004;153170
Chile;2004;15913119
China;2004;1296075000
Cote d'Ivoire;2004;17802516
Cameroon;2004;17667576
Congo, Rep.;2004;3412592
Colombia;2004;42724157
Comoros;2004;603869
Cabo Verde;2004;468985
Costa Rica;2004;4187039
Caribbean small states;2004;6603018
Cuba;2004;11240680
Curacao;2004;134192
Cayman Islands;2004;47299
Cyprus;2004;1015827
Czech Republic;2004;10197101
Germany;2004;82516260
Djibouti;2004;767644
Dominica;2004;70325
Denmark;2004;5404523
Dominican Republic;2004;9102997
Algeria;2004;32817225
East Asia & Pacific (excluding high income);2004;1879602648
Early-demographic dividend;2004;2645383620
East Asia & Pacific;2004;2114743503
Europe & Central Asia (excluding high income);2004;392654477
Europe & Central Asia;2004;870067822
Ecuador;2004;13509645
Egypt, Arab Rep.;2004;73596068
Euro area;2004;327687926
Spain;2004;42921895
Estonia;2004;1362550
Ethiopia;2004;74506974
European Union;2004;494232263
Fragile and conflict affected situations;2004;372832172
Finland;2004;5228172
Fiji;2004;818355
France;2004;62704897
Faroe Islands;2004;48103
Micronesia, Fed. Sts.;2004;106575
Gabon;2004;1347524
United Kingdom;2004;59987905
Georgia;2004;4245000
Ghana;2004;20840493
Gibraltar;2004;28694
Guinea;2004;9464771
Gambia, The;2004;1394727
Guinea-Bissau;2004;1431816
Equatorial Guinea;2004;606201
Greece;2004;10955141
Grenada;2004;102657
Greenland;2004;56911
Guatemala;2004;12877711
Guam;2004;158194
Guyana;2004;742162
High income;2004;1104476123
Hong Kong SAR, China;2004;6783500
Honduras;2004;6753352
Heavily indebted poor countries (HIPC);2004;531070213
Croatia;2004;4439000
Haiti;2004;9119182
Hungary;2004;10107146
IBRD only;2004;4051261024
IDA & IBRD total;2004;5354468454
IDA total;2004;1303207430
IDA blend;2004;469662036
Indonesia;2004;223268606
IDA only;2004;833545394
Isle of Man;2004;79636
India;2004;1126419321
Ireland;2004;4070262
Iran, Islamic Rep.;2004;69321953
Iraq;2004;26320530
Iceland;2004;292074
Israel;2004;6809000
Italy;2004;57685327
Jamaica;2004;2634145
Jordan;2004;5171633
Japan;2004;127761000
Kazakhstan;2004;15012985
Kenya;2004;34437460
Kyrgyz Republic;2004;5104700
Cambodia;2004;13112334
Kiribati;2004;90545
St. Kitts and Nevis;2004;48424
Korea, Rep.;2004;48039415
Kosovo;2004;1704622
Latin America & Caribbean (excluding high income);2004;529958993
Lao PDR;2004;5658894
Lebanon;2004;3863271
Liberia;2004;3184643
Libya;2004;5703224
St. Lucia;2004;163462
Latin America & Caribbean;2004;555537969
Least developed countries: UN classification;2004;734626511
Low income;2004;472947363
Liechtenstein;2004;34569
Sri Lanka;2004;19227000
Lower middle income;2004;2473856010
Low & middle income;2004;5329272591
Lesotho;2004;1912042
Late-demographic dividend;2004;2102015681
Lithuania;2004;3377075
Luxembourg;2004;458095
Latvia;2004;2263122
Macao SAR, China;2004;458579
St. Martin (French part);2004;27514
Morocco;2004;30093109
Monaco;2004;33339
Moldova;2004;3603945
Madagascar;2004;17763367
Maldives;2004;312000
Middle East & North Africa;2004;339823622
Mexico;2004;108257822
Marshall Islands;2004;52074
Middle income;2004;4856325228
Macedonia, FYR;2004;2038444
Mali;2004;12474857
Malta;2004;401268
Myanmar;2004;49582751
Middle East & North Africa (excluding high income);2004;298427213
Montenegro;2004;613353
Mongolia;2004;2496621
Northern Mariana Islands;2004;66143
Mozambique;2004;20523159
Mauritania;2004;3064882
Mauritius;2004;1221003
Malawi;2004;12407618
Malaysia;2004;25332026
North America;2004;324864038
Namibia;2004;2002745
New Caledonia;2004;228000
Niger;2004;12996012
Nigeria;2004;136033321
Nicaragua;2004;5309703
Netherlands;2004;16281779
Norway;2004;4591910
Nepal;2004;25198130
Nauru;2004;10113
New Zealand;2004;4087500
OECD members;2004;1190808908
Oman;2004;2448194
Other small states;2004;22437930
Pakistan;2004;150267989
Panama;2004;3260611
Peru;2004;27273188
Philippines;2004;84596249
Palau;2004;19805
Papua New Guinea;2004;5940048
Poland;2004;38182222
Pre-demographic dividend;2004;619292053
Puerto Rico;2004;3826878
Korea, Dem. Peopleís Rep.;2004;23639296
Portugal;2004;10483861
Paraguay;2004;5703742
Pacific island small states;2004;2048118
Post-demographic dividend;2004;1041323104
French Polynesia;2004;251811
Qatar;2004;732096
Romania;2004;21451748
Russian Federation;2004;144067054
Rwanda;2004;8828956
South Asia;2004;1486402311
Saudi Arabia;2004;24055573
Sudan;2004;31176209
Senegal;2004;10967016
Singapore;2004;4166664
Solomon Islands;2004;457841
Sierra Leone;2004;4870467
El Salvador;2004;5925089
San Marino;2004;28891
Somalia;2004;8251054
Sub-Saharan Africa (excluding high income);2004;742226949
South Sudan;2004;7784488
Sub-Saharan Africa;2004;742309449
Small states;2004;31089066
Sao Tome and Principe;2004;149732
Suriname;2004;489312
Slovak Republic;2004;5372280
Slovenia;2004;1997012
Sweden;2004;8993531
Swaziland;2004;1094775
Seychelles;2004;82500
Syrian Arab Republic;2004;17671913
Turks and Caicos Islands;2004;25025
Chad;2004;9710498
East Asia & Pacific (IDA & IBRD countries);2004;1855914203
Europe & Central Asia (IDA & IBRD countries);2004;435275699
Togo;2004;5428552
Thailand;2004;65404522
Tajikistan;2004;6666628
Turkmenistan;2004;4696876
Latin America & the Caribbean (IDA & IBRD countries);2004;539376205
Middle East & North Africa (IDA & IBRD countries);2004;295190587
Timor-Leste;2004;962634
Tonga;2004;100226
South Asia (IDA & IBRD);2004;1486402311
Sub-Saharan Africa (IDA & IBRD countries);2004;742309449
Trinidad and Tobago;2004;1290535
Tunisia;2004;9932400
Turkey;2004;66973561
Tuvalu;2004;9646
Tanzania;2004;37935334
Uganda;2004;27114742
Ukraine;2004;47451600
Upper middle income;2004;2382469218
Uruguay;2004;3324096
United States;2004;292805298
Uzbekistan;2004;25864350
St. Vincent and the Grenadines;2004;108563
Venezuela, RB;2004;26314483
British Virgin Islands;2004;22538
Virgin Islands (U.S.);2004;107950
Vietnam;2004;81436400
Vanuatu;2004;204144
Samoa;2004;178794
Yemen, Rep.;2004;19931617
South Africa;2004;46641103
Congo, Dem. Rep.;2004;54314855
Zambia;2004;11725635
Zimbabwe;2004;12867828
Aruba;2005;100031
Andorra;2005;81223
Afghanistan;2005;24399948
Angola;2005;17912942
Albania;2005;3011487
Arab World;2005;313430911
United Arab Emirates;2005;4481976
Argentina;2005;39145491
Armenia;2005;3014917
American Samoa;2005;59117
Antigua and Barbuda;2005;82565
Australia;2005;20394800
Austria;2005;8227829
Azerbaijan;2005;8391850
Burundi;2005;7934213
Belgium;2005;10478617
Benin;2005;8182362
Burkina Faso;2005;13421929
Bangladesh;2005;142929979
Bulgaria;2005;7739900
Bahrain;2005;867014
Bahamas, The;2005;329243
Bosnia and Herzegovina;2005;3833377
Belarus;2005;9663000
Belize;2005;283279
Bermuda;2005;64154
Bolivia;2005;9125405
Brazil;2005;188479240
Barbados;2005;274013
Brunei Darussalam;2005;361889
Bhutan;2005;651163
Botswana;2005;1864003
Central African Republic;2005;4055608
Canada;2005;32312000
Central Europe and the Baltics;2005;106254694
Switzerland;2005;7437115
Channel Islands;2005;154298
Chile;2005;16096571
China;2005;1303720000
Cote d'Ivoire;2005;18132702
Cameroon;2005;18126999
Congo, Rep.;2005;3503086
Colombia;2005;43285636
Comoros;2005;618632
Cabo Verde;2005;474224
Costa Rica;2005;4247843
Caribbean small states;2005;6640916
Cuba;2005;11261052
Curacao;2005;137658
Cayman Islands;2005;48623
Cyprus;2005;1032586
Czech Republic;2005;10211216
Germany;2005;82469422
Djibouti;2005;778406
Dominica;2005;70542
Denmark;2005;5419432
Dominican Republic;2005;9237565
Algeria;2005;33267887
East Asia & Pacific (excluding high income);2005;1894744514
Early-demographic dividend;2005;2688160483
East Asia & Pacific;2005;2130541816
Europe & Central Asia (excluding high income);2005;393077520
Europe & Central Asia;2005;872720228
Ecuador;2005;13735232
Egypt, Arab Rep.;2005;74942115
Euro area;2005;329385346
Spain;2005;43653155
Estonia;2005;1354775
Ethiopia;2005;76608431
European Union;2005;496200867
Fragile and conflict affected situations;2005;382338023
Finland;2005;5246096
Fiji;2005;821820
France;2005;63179356
Faroe Islands;2005;48337
Micronesia, Fed. Sts.;2005;106198
Gabon;2005;1377777
United Kingdom;2005;60401206
Georgia;2005;4190000
Ghana;2005;21389514
Gibraltar;2005;29080
Guinea;2005;9669023
Gambia, The;2005;1440542
Guinea-Bissau;2005;1462784
Equatorial Guinea;2005;625866
Greece;2005;10987314
Grenada;2005;102951
Greenland;2005;56935
Guatemala;2005;13183505
Guam;2005;158401
Guyana;2005;742495
High income;2005;1112235304
Hong Kong SAR, China;2005;6813200
Honduras;2005;6880181
Heavily indebted poor countries (HIPC);2005;546329345
Croatia;2005;4442000
Haiti;2005;9263409
Hungary;2005;10087065
IBRD only;2005;4094355856
IDA & IBRD total;2005;5426821987
IDA total;2005;1332466131
IDA blend;2005;478749307
Indonesia;2005;226254703
IDA only;2005;853716824
Isle of Man;2005;80345
India;2005;1144326293
Ireland;2005;4159914
Iran, Islamic Rep.;2005;70122115
Iraq;2005;27017712
Iceland;2005;296734
Israel;2005;6930100
Italy;2005;57969484
Jamaica;2005;2643601
Jordan;2005;5332982
Japan;2005;127773000
Kazakhstan;2005;15147029
Kenya;2005;35349040
Kyrgyz Republic;2005;5162600
Cambodia;2005;13320058
Kiribati;2005;92329
St. Kitts and Nevis;2005;49139
Korea, Rep.;2005;48138077
Kosovo;2005;1705780
Latin America & Caribbean (excluding high income);2005;537022336
Lao PDR;2005;5745012
Lebanon;2005;3986865
Liberia;2005;3269786
Libya;2005;5801543
St. Lucia;2005;165407
Latin America & Caribbean;2005;562806404
Least developed countries: UN classification;2005;752794655
Low income;2005;486113306
Liechtenstein;2005;34852
Sri Lanka;2005;19373000
Lower middle income;2005;2514348032
Low & middle income;2005;5401724600
Lesotho;2005;1925844
Late-demographic dividend;2005;2115935699
Lithuania;2005;3322528
Luxembourg;2005;465158
Latvia;2005;2238799
Macao SAR, China;2005;468149
St. Martin (French part);2005;27906
Morocco;2005;30385479
Monaco;2005;33808
Moldova;2005;3595187
Madagascar;2005;18290394
Maldives;2005;321000
Middle East & North Africa;2005;346657300
Mexico;2005;109747906
Marshall Islands;2005;52058
Middle income;2005;4915611294
Macedonia, FYR;2005;2042894
Mali;2005;12881384
Malta;2005;403834
Myanmar;2005;49984704
Middle East & North Africa (excluding high income);2005;303621727
Montenegro;2005;614261
Mongolia;2005;2526447
Northern Mariana Islands;2005;64372
Mozambique;2005;21126676
Mauritania;2005;3154087
Mauritius;2005;1228254
Malawi;2005;12747846
Malaysia;2005;25796124
North America;2005;327892753
Namibia;2005;2027026
New Caledonia;2005;231000
Niger;2005;13485436
Nigeria;2005;139611303
Nicaragua;2005;5379327
Netherlands;2005;16319868
Norway;2005;4623291
Nepal;2005;25506847
Nauru;2005;10115
New Zealand;2005;4133900
OECD members;2005;1199201044
Oman;2005;2506891
Other small states;2005;22912669
Pakistan;2005;153356383
Panama;2005;3319301
Peru;2005;27610406
Philippines;2005;86141373
Palau;2005;19907
Papua New Guinea;2005;6086905
Poland;2005;38165445
Pre-demographic dividend;2005;637375179
Puerto Rico;2005;3821362
Korea, Dem. Peopleís Rep.;2005;23813324
Portugal;2005;10503330
Paraguay;2005;5795493
Pacific island small states;2005;2071588
Post-demographic dividend;2005;1046651906
French Polynesia;2005;254884
Qatar;2005;836924
Romania;2005;21319685
Russian Federation;2005;143518523
Rwanda;2005;9008230
South Asia;2005;1510864613
Saudi Arabia;2005;24745230
Sudan;2005;31990003
Senegal;2005;11268994
Singapore;2005;4265762
Solomon Islands;2005;469306
Sierra Leone;2005;5071271
El Salvador;2005;5947206
San Marino;2005;29242
Somalia;2005;8466938
Sub-Saharan Africa (excluding high income);2005;762393890
South Sudan;2005;8099908
Sub-Saharan Africa;2005;762476790
Small states;2005;31625173
Sao Tome and Principe;2005;153146
Suriname;2005;491999
Slovak Republic;2005;5372807
Slovenia;2005;2000474
Sweden;2005;9029572
Swaziland;2005;1104642
Seychelles;2005;82900
Syrian Arab Republic;2005;18132842
Turks and Caicos Islands;2005;26450
Chad;2005;10067932
East Asia & Pacific (IDA & IBRD countries);2005;1870882188
Europe & Central Asia (IDA & IBRD countries);2005;435684965
Togo;2005;5578219
Thailand;2005;65863973
Tajikistan;2005;6805655
Turkmenistan;2005;4747839
Latin America & the Caribbean (IDA & IBRD countries);2005;546612100
Middle East & North Africa (IDA & IBRD countries);2005;300301331
Timor-Leste;2005;979201
Tonga;2005;100858
South Asia (IDA & IBRD);2005;1510864613
Sub-Saharan Africa (IDA & IBRD countries);2005;762476790
Trinidad and Tobago;2005;1296933
Tunisia;2005;10029000
Turkey;2005;67860617
Tuvalu;2005;9694
Tanzania;2005;39065600
Uganda;2005;28042413
Ukraine;2005;47105150
Upper middle income;2005;2401263262
Uruguay;2005;3325608
United States;2005;295516599
Uzbekistan;2005;26167000
St. Vincent and the Grenadines;2005;108749
Venezuela, RB;2005;26769115
British Virgin Islands;2005;23169
Virgin Islands (U.S.);2005;107863
Vietnam;2005;82392100
Vanuatu;2005;209375
Samoa;2005;179928
Yemen, Rep.;2005;20504385
South Africa;2005;47270063
Congo, Dem. Rep.;2005;56089536
Zambia;2005;12043591
Zimbabwe;2005;12984418
Aruba;2006;100830
Andorra;2006;83373
Afghanistan;2006;25183615
Angola;2006;18541467
Albania;2006;2992547
Arab World;2006;320906736
United Arab Emirates;2006;5171255
Argentina;2006;39558750
Armenia;2006;3002161
American Samoa;2006;58648
Antigua and Barbuda;2006;83467
Australia;2006;20697900
Austria;2006;8268641
Azerbaijan;2006;8484550
Burundi;2006;8218070
Belgium;2006;10547958
Benin;2006;8443717
Burkina Faso;2006;13834195
Bangladesh;2006;144839238
Bulgaria;2006;7699020
Bahrain;2006;940808
Bahamas, The;2006;335801
Bosnia and Herzegovina;2006;3838504
Belarus;2006;9604000
Belize;2006;290751
Bermuda;2006;64523
Bolivia;2006;9283345
Brazil;2006;190698241
Barbados;2006;275040
Brunei Darussalam;2006;368150
Bhutan;2006;666920
Botswana;2006;1895671
Central African Republic;2006;4127112
Canada;2006;32570505
Central Europe and the Baltics;2006;105999320
Switzerland;2006;7483934
Channel Islands;2006;155415
Chile;2006;16279728
China;2006;1311020000
Cote d'Ivoire;2006;18486392
Cameroon;2006;18597109
Congo, Rep.;2006;3604595
Colombia;2006;43835744
Comoros;2006;633814
Cabo Verde;2006;478265
Costa Rica;2006;4308790
Caribbean small states;2006;6681231
Cuba;2006;11275199
Curacao;2006;141239
Cayman Islands;2006;50028
Cyprus;2006;1048293
Czech Republic;2006;10238905
Germany;2006;82376451
Djibouti;2006;788941
Dominica;2006;70690
Denmark;2006;5437272
Dominican Republic;2006;9371333
Algeria;2006;33749328
East Asia & Pacific (excluding high income);2006;1909251689
Early-demographic dividend;2006;2731071075
East Asia & Pacific;2006;2146013429
Europe & Central Asia (excluding high income);2006;393637104
Europe & Central Asia;2006;875415605
Ecuador;2006;13967490
Egypt, Arab Rep.;2006;76274285
Euro area;2006;330925570
Spain;2006;44397319
Estonia;2006;1346810
Ethiopia;2006;78735675
European Union;2006;498074489
Fragile and conflict affected situations;2006;392013911
Finland;2006;5266268
Fiji;2006;827390
France;2006;63621376
Faroe Islands;2006;48505
Micronesia, Fed. Sts.;2006;105680
Gabon;2006;1408920
United Kingdom;2006;60846820
Georgia;2006;4136000
Ghana;2006;21951891
Gibraltar;2006;29437
Guinea;2006;9898301
Gambia, The;2006;1487731
Guinea-Bissau;2006;1494603
Equatorial Guinea;2006;645718
Greece;2006;11020362
Grenada;2006;103259
Greenland;2006;56774
Guatemala;2006;13490041
Guam;2006;158429
Guyana;2006;743705
High income;2006;1120543449
Hong Kong SAR, China;2006;6857100
Honduras;2006;7007029
Heavily indebted poor countries (HIPC);2006;561934621
Croatia;2006;4440000
Haiti;2006;9409479
Hungary;2006;10071370
IBRD only;2006;4136899632
IDA & IBRD total;2006;5499192098
IDA total;2006;1362292466
IDA blend;2006;488079322
Indonesia;2006;229263980
IDA only;2006;874213144
Isle of Man;2006;81110
India;2006;1162088305
Ireland;2006;4273591
Iran, Islamic Rep.;2006;70923164
Iraq;2006;27716983
Iceland;2006;303782
Israel;2006;7053700
Italy;2006;58143979
Jamaica;2006;2653042
Jordan;2006;5530218
Japan;2006;127854000
Kazakhstan;2006;15308084
Kenya;2006;36286015
Kyrgyz Republic;2006;5218400
Cambodia;2006;13525360
Kiribati;2006;94257
St. Kitts and Nevis;2006;49818
Korea, Rep.;2006;48371946
Kosovo;2006;1719536
Latin America & Caribbean (excluding high income);2006;544072618
Lao PDR;2006;5838837
Lebanon;2006;4057041
Liberia;2006;3384804
Libya;2006;5907149
St. Lucia;2006;167656
Latin America & Caribbean;2006;570053899
Least developed countries: UN classification;2006;771082091
Low income;2006;499559269
Liechtenstein;2006;35141
Sri Lanka;2006;19520000
Lower middle income;2006;2554924913
Low & middle income;2006;5474179013
Lesotho;2006;1940345
Late-demographic dividend;2006;2129490221
Lithuania;2006;3269909
Luxembourg;2006;472637
Latvia;2006;2218357
Macao SAR, China;2006;479728
St. Martin (French part);2006;28414
Morocco;2006;30691434
Monaco;2006;34384
Moldova;2006;3585209
Madagascar;2006;18826129
Maldives;2006;333000
Middle East & North Africa;2006;353917337
Mexico;2006;111382857
Marshall Islands;2006;52080
Middle income;2006;4974619744
Macedonia, FYR;2006;2047330
Mali;2006;13309942
Malta;2006;405308
Myanmar;2006;50355559
Middle East & North Africa (excluding high income);2006;308994950
Montenegro;2006;615025
Mongolia;2006;2558484
Northern Mariana Islands;2006;62235
Mozambique;2006;21737860
Mauritania;2006;3241762
Mauritius;2006;1233996
Malawi;2006;13112383
Malaysia;2006;26263048
North America;2006;331014940
Namibia;2006;2053915
New Caledonia;2006;235000
Niger;2006;13995530
Nigeria;2006;143318011
Nicaragua;2006;5450217
Netherlands;2006;16346101
Norway;2006;4660677
Nepal;2006;25794344
Nauru;2006;10101
New Zealand;2006;4184600
OECD members;2006;1207946461
Oman;2006;2553376
Other small states;2006;23463471
Pakistan;2006;156524189
Panama;2006;3378600
Peru;2006;27949958
Philippines;2006;87592899
Palau;2006;20012
Papua New Guinea;2006;6236158
Poland;2006;38141267
Pre-demographic dividend;2006;655915560
Puerto Rico;2006;3805214
Korea, Dem. Peopleís Rep.;2006;23969897
Portugal;2006;10522288
Paraguay;2006;5882797
Pacific island small states;2006;2097182
Post-demographic dividend;2006;1052284984
French Polynesia;2006;257731
Qatar;2006;988448
Romania;2006;21193760
Russian Federation;2006;143049528
Rwanda;2006;9231041
South Asia;2006;1534949611
Saudi Arabia;2006;25419994
Sudan;2006;32809056
Senegal;2006;11578430
Singapore;2006;4401365
Solomon Islands;2006;480716
Sierra Leone;2006;5243214
El Salvador;2006;5967556
San Marino;2006;29568
Somalia;2006;8686939
Sub-Saharan Africa (excluding high income);2006;783273041
South Sudan;2006;8445659
Sub-Saharan Africa;2006;783357641
Small states;2006;32241884
Sao Tome and Principe;2006;156584
Suriname;2006;495953
Slovak Republic;2006;5373054
Slovenia;2006;2006868
Sweden;2006;9080505
Swaziland;2006;1118204
Seychelles;2006;84600
Syrian Arab Republic;2006;18728200
Turks and Caicos Islands;2006;27642
Chad;2006;10423616
East Asia & Pacific (IDA & IBRD countries);2006;1885233245
Europe & Central Asia (IDA & IBRD countries);2006;436218371
Togo;2006;5732175
Thailand;2006;66174486
Tajikistan;2006;6949566
Turkmenistan;2006;4801594
Latin America & the Caribbean (IDA & IBRD countries);2006;553844614
Middle East & North Africa (IDA & IBRD countries);2006;305588616
Timor-Leste;2006;996052
Tonga;2006;101507
South Asia (IDA & IBRD);2006;1534949611
Sub-Saharan Africa (IDA & IBRD countries);2006;783357641
Trinidad and Tobago;2006;1303141
Tunisia;2006;10127900
Turkey;2006;68704721
Tuvalu;2006;9732
Tanzania;2006;40260847
Uganda;2006;29000925
Ukraine;2006;46787750
Upper middle income;2006;2419694831
Uruguay;2006;3331041
United States;2006;298379912
Uzbekistan;2006;26488250
St. Vincent and the Grenadines;2006;108908
Venezuela, RB;2006;27221228
British Virgin Islands;2006;23908
Virgin Islands (U.S.);2006;107700
Vietnam;2006;83311200
Vanuatu;2006;214635
Samoa;2006;181072
Yemen, Rep.;2006;21093973
South Africa;2006;47921682
Congo, Dem. Rep.;2006;57926840
Zambia;2006;12381509
Zimbabwe;2006;13127942
Aruba;2007;101218
Andorra;2007;84878
Afghanistan;2007;25877544
Angola;2007;19183907
Albania;2007;2970017
Arab World;2007;328766559
United Arab Emirates;2007;6010100
Argentina;2007;39969903
Armenia;2007;2988117
American Samoa;2007;57904
Antigua and Barbuda;2007;84397
Australia;2007;20827600
Austria;2007;8295487
Azerbaijan;2007;8581300
Burundi;2007;8514578
Belgium;2007;10625700
Benin;2007;8707637
Burkina Faso;2007;14264002
Bangladesh;2007;146592687
Bulgaria;2007;7545338
Bahrain;2007;1026568
Bahamas, The;2007;342259
Bosnia and Herzegovina;2007;3840418
Belarus;2007;9560000
Belize;2007;298403
Bermuda;2007;64888
Bolivia;2007;9441482
Brazil;2007;192784521
Barbados;2007;276154
Brunei Darussalam;2007;374459
Bhutan;2007;681471
Botswana;2007;1930431
Central African Republic;2007;4202104
Canada;2007;32887928
Central Europe and the Baltics;2007;105504531
Switzerland;2007;7551117
Channel Islands;2007;156516
Chile;2007;16462701
China;2007;1317885000
Cote d'Ivoire;2007;18862172
Cameroon;2007;19078100
Congo, Rep.;2007;3715665
Colombia;2007;44374647
Comoros;2007;649404
Cabo Verde;2007;481278
Costa Rica;2007;4369465
Caribbean small states;2007;6723587
Cuba;2007;11284043
Curacao;2007;144056
Cayman Islands;2007;51480
Cyprus;2007;1063040
Czech Republic;2007;10298828
Germany;2007;82266372
Djibouti;2007;799309
Dominica;2007;70795
Denmark;2007;5461438
Dominican Republic;2007;9504336
Algeria;2007;34261971
East Asia & Pacific (excluding high income);2007;1923095029
Early-demographic dividend;2007;2774122008
East Asia & Pacific;2007;2160761464
Europe & Central Asia (excluding high income);2007;394217145
Europe & Central Asia;2007;878428497
Ecuador;2007;14205479
Egypt, Arab Rep.;2007;77605327
Euro area;2007;332644496
Spain;2007;45226803
Estonia;2007;1340680
Ethiopia;2007;80891968
European Union;2007;499915977
Fragile and conflict affected situations;2007;401863906
Finland;2007;5288720
Fiji;2007;834729
France;2007;64016229
Faroe Islands;2007;48599
Micronesia, Fed. Sts.;2007;105080
Gabon;2007;1440902
United Kingdom;2007;61322463
Georgia;2007;4082000
Ghana;2007;22528041
Gibraltar;2007;29770
Guinea;2007;10152521
Gambia, The;2007;1536424
Guinea-Bissau;2007;1527342
Equatorial Guinea;2007;665798
Greece;2007;11048473
Grenada;2007;103587
Greenland;2007;56555
Guatemala;2007;13797629
Guam;2007;158332
Guyana;2007;745638
High income;2007;1129339051
Hong Kong SAR, China;2007;6916300
Honduras;2007;7133737
Heavily indebted poor countries (HIPC);2007;577914150
Croatia;2007;4436000
Haiti;2007;9556958
Hungary;2007;10055780
IBRD only;2007;4178689473
IDA & IBRD total;2007;5571443480
IDA total;2007;1392754007
IDA blend;2007;497712924
Indonesia;2007;232296830
IDA only;2007;895041083
Isle of Man;2007;81914
India;2007;1179685631
Ireland;2007;4398942
Iran, Islamic Rep.;2007;71720859
Iraq;2007;28423538
Iceland;2007;311566
Israel;2007;7180100
Italy;2007;58438310
Jamaica;2007;2662481
Jordan;2007;5759424
Japan;2007;128001000
Kazakhstan;2007;15484192
Kenya;2007;37250540
Kyrgyz Republic;2007;5268400
Cambodia;2007;13728700
Kiribati;2007;96310
St. Kitts and Nevis;2007;50465
Korea, Rep.;2007;48597652
Kosovo;2007;1733404
Latin America & Caribbean (excluding high income);2007;551099144
Lao PDR;2007;5939634
Lebanon;2007;4085426
Liberia;2007;3522337
Libya;2007;6017794
St. Lucia;2007;170146
Latin America & Caribbean;2007;577273042
Least developed countries: UN classification;2007;789544690
Low income;2007;513311068
Liechtenstein;2007;35431
Sri Lanka;2007;19668000
Lower middle income;2007;2595645346
Low & middle income;2007;5546493627
Lesotho;2007;1955656
Late-demographic dividend;2007;2142553363
Lithuania;2007;3231294
Luxembourg;2007;479993
Latvia;2007;2200325
Macao SAR, China;2007;493022
St. Martin (French part);2007;28905
Morocco;2007;31011322
Monaco;2007;35046
Moldova;2007;3576910
Madagascar;2007;19371031
Maldives;2007;349000
Middle East & North Africa;2007;361549578
Mexico;2007;113139374
